Sample_ID,PC1,PC2,PC3,ethnicity
HG03228,-6.901789641477826,-3.1170355518990474,-9.476731253450692,South Asian
HG03229,-6.092475555725017,-2.9920997555211617,-8.93890268843745,South Asian
HG03234,-6.0781088488617705,-5.210137026796988,-6.6714684614595505,South Asian
HG03235,-6.21943094196387,-5.927452964892352,-8.347900224493756,South Asian
HG03237,-5.97133252582739,-6.266282512615803,-7.609251247645328,South Asian
HG03238,-5.524945702504389,-7.063997044700832,-5.931628434125477,South Asian
HG03240,21.03236832526275,1.524049982397054,-0.6042172449247493,African
HG03241,21.936536341545366,2.6273701218950043,-1.18072973772652,African
HG03246,20.860692044173753,2.3555637566853385,-0.7777579347680047,African
HG03247,21.08044071113374,3.286604523510848,-0.5693827002812281,African
HG03258,21.405105631044584,1.0366546898428892,-1.0085249166140309,African
HG03259,20.748690920237056,2.2105368602586477,-0.7218165875281785,African
HG03265,22.070585101401907,1.3100338599968855,-0.832386817261261,African
HG03267,22.074248072745963,1.3439515461006337,-0.7415253992711685,African
HG03268,21.44603742310399,1.4335959060528602,-0.9374064698389504,African
HG03270,22.794822424545504,2.1744509605128153,0.2798066583964378,African
HG03271,21.66292406892452,2.2506612428851076,-0.6684256457137254,African
HG03279,22.27105191994243,3.7039811352195864,-0.11859655834705034,African
HG03280,21.578650934527197,1.5433184617796885,-0.6424578659607209,African
HG03291,22.533799583964118,1.5856574009660702,-1.5793153412734595,African
HG03294,21.574662212630862,2.017144418762177,-0.6431910138827568,African
HG03295,22.1990359147243,2.5962046402464733,-1.5323965488317568,African
HG03297,22.421454102395572,1.7514959522335196,-0.7468872962689905,African
HG03298,21.9450750135938,1.1291852580281425,-1.436765180140509,African
HG03300,21.90073406158599,1.4307270303103388,-0.49374952816607665,African
HG03301,21.070799012619474,2.601596404688869,-0.6368289976888216,African
HG03303,22.317314319638946,1.3074768893096083,-0.7342226249271334,African
HG03304,21.359235349830154,1.2518607449141859,-1.4333514527206366,African
HG03311,21.805378199338087,3.161887527086721,-0.6093307852140781,African
HG03313,21.344172023672584,1.7040096427401052,-0.2950419380938217,African
HG03342,21.74315919031507,1.9147357901598827,-0.8166473108563862,African
HG03343,21.477404331354574,1.9784035951496528,-0.3338902514239708,African
HG03351,21.404327160871095,1.6034090488711517,-0.6933194309073475,African
HG03352,22.01111277822654,1.4698702398147905,-1.2608352466311252,African
HG03354,22.47765110852099,2.908241387790784,-0.4212228956045149,African
HG03363,22.0629237145979,2.0454471678663033,-0.9347386262408222,African
HG03366,21.81969049684531,2.158224049608002,-0.06315777266938549,African
HG03367,21.344250036568088,2.7828470618765127,-1.8637596102465912,African
HG03369,21.871390494156454,3.493888141398153,-1.1685408381195987,African
HG03370,21.987089357008887,2.100964283596584,-1.0594895903459225,African
HG03372,21.41075626075347,1.9388075523598467,0.27782014624684126,African
HG03376,21.719213806880536,2.576290956218039,0.23494953153818118,African
HG03378,21.271498919855777,2.9512470142876883,-0.46447004174122,African
HG03380,21.79764658332191,2.183666266101217,-0.7127263681225648,African
HG03382,21.14328384029778,1.5019263113738346,-1.8211794030239614,African
HG03385,21.92749556617363,2.119338503844658,-0.49933455366295304,African
HG03388,21.689623295406285,1.2580210182949731,-1.2121783742558117,African
HG03391,21.87740404689886,2.2079361533569237,-1.1281456794925464,African
HG03394,20.747571845125194,1.256660378931449,-1.5175815691354164,African
HG03397,21.374716324833464,2.624612338630943,-0.9193659812730087,African
HG03401,21.660121894391434,1.5015448491914263,0.022595137966596446,African
HG03410,21.31173614951444,2.113168081960946,-2.1301417400585914,African
HG03419,22.135417828048283,1.6929274583936982,-1.1098906294445807,African
HG03428,21.68693396523506,2.6133270017955503,-1.7914815396379613,African
HG03432,21.422370905587616,2.7188096216379076,-0.7193243045988759,African
HG03433,21.14329008813911,2.1744557503311133,-0.8941713812450259,African
HG03436,21.525523103030892,2.5680918214091957,-0.7142735053875947,African
HG03437,21.858678233904538,2.698126988824337,-2.2844798822475574,African
HG03439,21.62160992210411,3.072002392857287,-0.8721151996151687,African
HG03442,21.695930379492765,2.471864642332517,-1.0558310300808935,African
HG03445,20.756871017868225,2.660751107330581,-0.7854323637054815,African
HG03446,21.525473023098368,3.0034638988945495,-0.4857044868789188,African
HG03449,22.454325545831438,1.8141033060256924,0.42418201756620566,African
HG03451,21.8858297941602,2.705164250555394,-0.2560749407643085,African
HG03452,21.78832216463967,1.1923767238361982,-0.40364838793075686,African
HG03455,21.588206247771936,2.986195091059679,-0.42793868255459516,African
HG03457,21.78337844435654,3.2404003376053905,-0.5395029783333498,African
HG03458,21.470008744346444,2.22279473122152,-0.9288374109457791,African
HG03460,21.635785556094405,2.228807697283993,-1.097917386527323,African
HG03461,21.121227342680182,2.579093979476259,-1.6155346155101773,African
HG03464,22.372900618609805,2.1185403903275546,-1.4377393084926853,African
HG03469,21.213276088938326,1.5207535008844317,-1.64080842298524,African
HG03470,21.253997298413143,1.6206374349171222,-0.02680185788521752,African
HG03472,21.648088037996963,2.8225709959629146,-1.5605751733757718,African
HG03473,22.12598592433558,2.642443801413652,-1.1207027888477021,African
HG03476,21.264679511209366,2.6313504032202495,-0.823893570347354,African
HG03478,20.70519994468876,1.5254770731850968,-1.57273656505051,African
HG03479,22.05515040941355,1.8417835674495973,-0.7779756611044188,African
HG03484,21.52954305657398,2.4164922665580972,-1.4616769814885189,African
HG03485,21.957278542284733,1.724363906521168,-0.8778851331041632,African
HG03488,-5.794481545896305,-4.709956792986239,-7.46468611497258,South Asian
HG03490,-5.613809954233493,-6.19933596293637,-7.228523379074152,South Asian
HG03491,-6.44036610881691,-3.0805243862613643,-9.254200152636363,South Asian
HG03499,21.91222408927027,2.324856953469631,-0.5155459722220785,African
HG03511,22.070045078466435,2.3997697286612447,-1.314557422658773,African
HG03514,21.929354537142142,2.5229797781863823,-1.129663390524402,African
HG03515,21.34982623244699,2.993873940155992,-0.40603139977954683,African
HG03517,22.21838311529219,2.2235889888559592,-1.1862187592227036,African
HG03518,21.481517173945505,2.3185519298444293,-1.9531593917589591,African
HG03520,22.31959863877729,2.702064314429175,0.4849878151275922,African
HG03521,21.47867318051092,1.1079838821851085,-0.4009180734540281,African
HG03538,21.342264314632484,2.280838620212479,-0.36806359717452136,African
HG03539,20.429127973517453,1.0973071874277414,-1.0558064676496477,African
HG03547,21.732510382219953,2.5445133424571185,-1.051703787095848,African
HG03548,21.861811753918403,3.4155821303565057,-0.6028688723508611,African
HG03556,21.587956479557107,2.2268596534585265,-0.8570491065685091,African
HG03557,21.39367205928887,2.1689367851250565,-0.41714649350035504,African
HG03558,21.436635260167833,2.5002916693255246,-0.9100491742931942,African
HG03559,21.2919031400655,2.819992255046969,-1.2836642245440824,African
HG03563,21.72671806737664,2.3553898568117315,-1.6049215976709568,African
HG03565,20.838260576828688,2.3671121174306107,-0.6293708479169626,African
HG03567,21.778988732341773,1.702390363169575,-0.8939970469259271,African
HG03571,21.32095941382119,1.2083190832466133,-0.962448675480167,African
HG03572,21.777761862779595,3.31429665898728,-0.7586257057642789,African
HG03575,21.87555385998465,1.9030578519985923,-0.6687273495470931,African
HG03577,20.98605815703677,1.5968607308103724,-1.3690006583098893,African
HG03578,22.569962328381948,2.6709092068867366,-0.2927458641794693,African
HG03583,20.859432074614723,3.0960165751679845,-0.5436707131748625,African
HG03585,-5.902575245555948,-0.4616984108063127,-8.488809925906686,South Asian
HG03589,-6.670065017443739,-1.3350557100824343,-10.25049694294766,South Asian
HG03593,-6.33318659014505,-0.5776473034596781,-7.939182183509961,South Asian
HG03594,-5.345824017783069,0.2119985909013369,-8.402694265898349,South Asian
HG03595,-6.574836720254042,-1.1200523084028395,-8.951963509597668,South Asian
HG03598,-6.9342747035587315,-0.38230568277806753,-10.326574864367995,South Asian
HG03600,-6.258994695909305,-1.2394574214876974,-10.443934135168812,South Asian
HG03603,-7.452514126865282,0.6254978490501455,-8.737792913035985,South Asian
HG03604,-5.6603742962334485,-2.780234904069513,-8.562177901966923,South Asian
HG03607,-6.138459197086193,-0.20882873970425173,-9.666136649802844,South Asian
HG03611,-6.640051303488983,0.0960468485450975,-9.197254814657992,South Asian
HG03615,-6.399773452047304,-0.5917075081630188,-9.432134967506263,South Asian
HG03616,-7.127729335984249,-0.14697772828959824,-9.132718670497278,South Asian
HG03619,-5.883669993860515,-6.751086568369744,-6.1328733860924745,South Asian
HG03624,-7.7079818628706604,-8.264585667580677,-6.999946910535679,South Asian
HG03625,-6.184218450902699,-7.499653697541353,-5.9571737798589135,South Asian
HG03629,-6.2224349380598785,-5.655867081987055,-7.857620907761431,South Asian
HG03631,-7.221618122883691,-4.220831550642644,-8.363452105865129,South Asian
HG03634,-6.471786403260331,-5.24144938529218,-7.503183640837775,South Asian
HG03636,-5.835970762312544,-4.003564299254439,-6.403035708297466,South Asian
HG03640,-5.821886481357284,-2.87760131638008,-8.946566824402911,South Asian
HG03642,-6.895639652713525,-0.976184299031707,-9.769084723742012,South Asian
HG03643,-6.4841985440701135,-1.6034794203085196,-10.749804282737806,South Asian
HG03645,-6.226689904530583,-1.1469224831990106,-10.255764655314977,South Asian
HG03646,-5.86794504623531,-1.1193373466726295,-9.808463949958778,South Asian
HG03649,-5.056196031502345,-4.368654714512301,-8.32956086282077,South Asian
HG03652,-7.199113220588829,-2.1692721784666245,-10.321198207993607,South Asian
HG03653,-6.231544091761173,-5.715847788207713,-8.29713212045968,South Asian
HG03660,-6.763435590173462,-2.36424836921853,-8.464033760883375,South Asian
HG03663,-5.787056417727948,-1.3301534553107535,-10.433150091644666,South Asian
HG03667,-6.240899587637236,-0.2560408169228761,-9.346153653104091,South Asian
HG03668,-6.23689064647265,-1.8407436436593794,-8.75596928229363,South Asian
HG03672,-6.007300906333906,-3.672555375805956,-9.51069313290104,South Asian
HG03673,-6.1770320790949,-2.0775910038298084,-11.550016950362373,South Asian
HG03679,-5.266799267254368,-2.400916481298081,-9.760418141322148,South Asian
HG03680,-6.060653497083076,-2.9714033552010943,-10.972140950335497,South Asian
HG03681,-6.3203884705790605,-2.3727349106728886,-9.75362135349251,South Asian
HG03684,-6.555665406156453,-1.3138825490648363,-10.91608201926663,South Asian
HG03685,-6.1817713505324114,-1.3362001803656123,-10.135010330049123,South Asian
HG03686,-5.005760903875443,-1.359793397998597,-10.471778562687156,South Asian
HG03687,-6.149524098050542,-1.8281690269689044,-9.183302273880784,South Asian
HG03689,-6.791566160544661,-2.861112078091146,-10.372553425757852,South Asian
HG03690,-6.599192588616715,-2.3935780883469646,-10.93634211081348,South Asian
HG03691,-6.470958293199054,-1.4331548727980576,-9.884986676797542,South Asian
HG03692,-5.915316373574303,0.07985416238749904,-10.255231493374861,South Asian
HG03693,-6.470321544788309,-1.2667060243744608,-10.241416476595075,South Asian
HG03694,-6.037604376958591,-3.82347293606141,-7.7878761151307305,South Asian
HG03695,-6.4476432779634685,-1.533308422933698,-11.048081295858355,South Asian
HG03696,-7.047065319897339,-2.152277823936853,-10.424174265004913,South Asian
HG03697,-6.620923321010426,-1.315364688264445,-10.056308139539883,South Asian
HG03698,-7.472333242728487,-2.3876347175728294,-10.003025085867158,South Asian
HG03702,-5.87161939805888,-2.1540332194413003,-9.14728641367054,South Asian
HG03703,-7.5499107783116655,-4.0013520970542205,-8.443234661116882,South Asian
HG03705,-6.296092564405905,-2.351939062187997,-10.324016888253007,South Asian
HG03706,-5.725335877076092,-1.9156493177750238,-9.994310514128804,South Asian
HG03708,-6.043592725995434,-3.179053246351101,-7.817207403144837,South Asian
HG03709,-6.505155225597078,-3.597507860448719,-9.79988741917793,South Asian
HG03711,-7.429916783789617,-2.1076465113829306,-9.651284205407798,South Asian
HG03713,-6.270038417969287,-4.425264078226002,-7.438396112490114,South Asian
HG03714,-7.112666602602725,-4.345760617549003,-7.747402284923969,South Asian
HG03716,-6.703962666271184,-4.265348474346081,-9.412853983467302,South Asian
HG03717,-6.686735380661932,-2.3617559347207417,-11.166584469255396,South Asian
HG03718,-5.917912138082147,-0.4517142046443956,-11.70882362095458,South Asian
HG03720,-6.741319849713028,-2.557797974397942,-10.270471286529803,South Asian
HG03722,-7.886273064029499,-0.5165475184568671,-10.335358416098703,South Asian
HG03727,-5.961307051732592,-2.5950560849304263,-9.786351635978617,South Asian
HG03729,-5.733095592535363,-2.147749246745519,-9.33366923871411,South Asian
HG03730,-7.154097725575382,-0.21586331589744961,-11.402660306777078,South Asian
HG03731,-6.600570100631709,-2.110915695005743,-10.069385955270995,South Asian
HG03733,-6.5464110484002385,-2.292315227293958,-11.969584274172945,South Asian
HG03736,-7.507072764360209,-2.3996950031030995,-10.227864398717236,South Asian
HG03738,-6.58238793711663,-2.335058191488099,-9.54895384157796,South Asian
HG03740,-5.44709338918449,-1.5186881654990894,-10.054820227646696,South Asian
HG03741,-7.124163034443203,-1.0369360263220067,-10.989981962705572,South Asian
HG03742,-5.092148023769605,-1.6970447553175716,-11.131170937618966,South Asian
HG03743,-5.7940342959264886,0.6276201383197332,-11.488053156491116,South Asian
HG03744,-6.687961142004309,-2.1457295782607297,-10.038016654648557,South Asian
HG03745,-5.928590502522575,-2.21004651501176,-10.564432111423441,South Asian
HG03746,-5.966770580353325,-4.363098346819659,-8.521110817410388,South Asian
HG03750,-4.791130167232475,-2.604586384742686,-9.143347310140067,South Asian
HG03752,-6.352628934087795,-2.1021003429577174,-8.842891099364575,South Asian
HG03753,-6.620000802125722,-2.3376250339400975,-10.205254482311084,South Asian
HG03754,-5.2700994183814975,-2.5633340603803094,-8.944589950915455,South Asian
HG03755,-7.065094927319285,-1.9892358286598917,-9.234525107776243,South Asian
HG03756,-5.850654442293865,-2.5272223816054056,-8.571981534546682,South Asian
HG03757,-6.932431747558734,-0.09866837049551815,-11.254932728499277,South Asian
HG03760,-5.920087512330355,-1.1120779966494596,-10.095789341141478,South Asian
HG03762,-6.225922702060964,-2.0813386714940436,-8.243160599065886,South Asian
HG03765,-5.7502950035308436,-6.196244440951121,-7.600629913183589,South Asian
HG03767,-7.177462474322437,-7.276515065946005,-6.469953357950121,South Asian
HG03770,-6.014853451487423,-1.6782724137871092,-11.536774138026264,South Asian
HG03771,-6.823333140277945,-2.247962201037443,-9.160416462866834,South Asian
HG03772,-6.438811763263609,-1.6621252455796014,-11.109033785058381,South Asian
HG03773,-6.616741963246725,-2.706656145903264,-12.055214086776516,South Asian
HG03774,-6.729027242129587,-2.5146222950719324,-9.674038257632708,South Asian
HG03775,-5.893618568864179,-2.348560915125986,-10.49327986048384,South Asian
HG03777,-6.161596216014915,-2.7514731160431287,-10.31016054767816,South Asian
HG03778,-4.790629777864544,-1.8556922818495063,-9.695688971443753,South Asian
HG03779,-6.4436120671711485,-2.072539672420966,-9.53005726300169,South Asian
HG03780,-7.200114937366693,-3.2024337522461854,-10.310756984263902,South Asian
HG03781,-6.035463747843671,-1.4826931469551319,-9.929559707905963,South Asian
HG03782,-5.173619377492771,-2.990496224793541,-10.708860436782423,South Asian
HG03784,-6.7942598995733245,-0.7749322333518135,-11.147252331151158,South Asian
HG03785,-6.356103826003957,-1.1793387753547642,-10.686912379211147,South Asian
HG03786,-5.1055177705460535,-1.8656142249856829,-11.682052311481758,South Asian
HG03787,-6.589436004112587,-1.106547819759052,-10.67815445088513,South Asian
HG03788,-7.918506517177979,-2.8641410641291376,-9.036790630153083,South Asian
HG03789,-6.197546289569045,-3.4757070427667345,-8.281591224832404,South Asian
HG03790,-5.04050240278241,-3.9213276924013565,-10.741968854106405,South Asian
HG03792,-5.951361177142728,-3.2139481021717446,-8.755213749362786,South Asian
HG03793,-7.339364563571367,-1.0602883134891374,-10.21760978302416,South Asian
HG03796,-7.397488360576799,2.4583420389543686,-9.25993883746819,South Asian
HG03800,-6.229929570355053,0.8696108133746042,-7.620599523991059,South Asian
HG03802,-6.369176528743304,-0.55622545546352,-9.88816964918934,South Asian
HG03803,-7.381427259982629,0.43411665935087834,-7.880120907713861,South Asian
HG03805,-5.685497969179077,-0.47543709459426864,-9.256192087234973,South Asian
HG03808,-6.280210097894901,0.14916937458966562,-8.97791062530065,South Asian
HG03809,-6.652307818355958,0.0023210950015657332,-9.195835341361368,South Asian
HG03812,-7.45787300171803,-0.3800283726610977,-8.110901251983426,South Asian
HG03814,-7.471994046755689,0.8303846653317217,-8.31209390602681,South Asian
HG03815,-7.42962436113404,-0.3488429013174563,-9.423351819795224,South Asian
HG03817,-7.030452579508472,-0.8530056253021766,-8.184771957174487,South Asian
HG03821,-6.156273409312353,-1.6959667341076021,-8.305163049044694,South Asian
HG03823,-7.990599788021953,-0.5410279328348203,-9.326543616267179,South Asian
HG03824,-6.193387839279981,0.8976558896142862,-8.602745148336158,South Asian
HG03826,-5.876083125940793,-0.9531313384185287,-8.868642031821178,South Asian
HG03829,-7.507997091680696,0.3724773661878434,-9.570910305570708,South Asian
HG03830,-6.307379380404087,0.44653550709566353,-8.687749889700012,South Asian
HG03832,-7.6762321617298666,-0.9256642000454209,-9.98429760333027,South Asian
HG03833,-6.096281715927166,-1.0817949572575198,-8.36224864172796,South Asian
HG03836,-5.3828303672408975,-1.815706483703222,-10.60435054093532,South Asian
HG03837,-5.739463215972122,-2.4498801680705666,-8.830190021675275,South Asian
HG03838,-5.717646162744386,-1.5095555662569191,-10.98772365195428,South Asian
HG03844,-5.815255593291714,-1.3019399164401262,-10.231544817914308,South Asian
HG03846,-5.898998399143822,-1.0101614076750094,-10.030790909499396,South Asian
HG03848,-7.024350133528448,-2.4549283145766987,-10.048467425295806,South Asian
HG03849,-6.356902405666053,-0.7687507910891906,-10.058849092614954,South Asian
HG03850,-7.815809183615875,-1.958182593122077,-10.510669992807678,South Asian
HG03851,-5.858146292162565,-2.1783492893586813,-10.403415780799634,South Asian
HG03854,-6.372945487844133,-1.7045769212492627,-10.794405156208583,South Asian
HG03856,-6.440520524063623,0.7889104526396338,-11.45348035512171,South Asian
HG03857,-6.595456018844639,-0.5872191326034215,-10.487302563328477,South Asian
HG03858,-5.229322645332717,-0.6269756989305103,-11.410260164111243,South Asian
HG03861,-7.29496186809437,-1.1322507454989668,-12.095946549206829,South Asian
HG03862,-5.84238486143879,-3.5415307920898598,-10.130584194865255,South Asian
HG03863,-6.122288060519197,-3.088792337351354,-11.007986389945264,South Asian
HG03864,-6.683211352238807,-3.114640405017602,-9.81927712228775,South Asian
HG03866,-7.064966768007517,-2.3799314610822204,-9.735793138057232,South Asian
HG03867,-7.372792422968962,-0.24906655639580705,-11.499430269852164,South Asian
HG03868,-7.307111918012441,-3.377155650542486,-10.032889025947492,South Asian
HG03869,-6.44008125781714,-2.7039536469362417,-10.59423959666236,South Asian
HG03870,-7.048590820890275,-2.4328821946519765,-10.4015593373356,South Asian
HG03871,-6.65878173272775,-1.2476422373715446,-10.185399205666231,South Asian
HG03872,-6.448604803593716,-4.303352603921282,-9.482422454119673,South Asian
HG03873,-7.206668671397051,-2.3349223966888166,-10.180639820311521,South Asian
HG03874,-6.644297116261331,-3.226715309433497,-9.101599006635656,South Asian
HG03875,-6.982823045225501,-4.77059528423907,-8.545965201884897,South Asian
HG03882,-5.424275436828454,-2.8433313449293296,-9.856562674810023,South Asian
HG03884,-6.438101559610076,-2.0968885558316024,-9.623220130056,South Asian
HG03885,-5.983167447508737,-0.8987064422177825,-10.013474891897916,South Asian
HG03886,-5.428932135442322,-2.243894269020943,-10.656482237765232,South Asian
HG03887,-6.263273348048199,-2.315718649193282,-10.274001850978264,South Asian
HG03888,-6.772636151801519,-4.254609752191445,-8.055734876266527,South Asian
HG03890,-7.2315694625996985,-1.1405362109996668,-9.556103726520638,South Asian
HG03894,-5.733221920730406,-1.3477250569407395,-10.767759071730147,South Asian
HG03895,-5.013975267801685,-2.9861937071277866,-9.537338147464531,South Asian
HG03896,-7.337007595799935,-0.3774731978125268,-10.56721029133,South Asian
HG03897,-7.447128556095965,-2.9110984829706466,-9.94760372173474,South Asian
HG03898,-5.277668555454755,-2.168258444629651,-11.028851643248885,South Asian
HG03899,-7.119232996401316,-2.148322457932032,-10.772589568717187,South Asian
HG03900,-6.5856509211202,-2.1818765683382018,-9.913232439043897,South Asian
HG03902,-5.1707573894223815,-1.8545615242475755,-7.490071612175093,South Asian
HG03905,-7.25145442562051,0.7606458902484229,-8.472174752915036,South Asian
HG03907,-7.614991618178711,-0.41742889718442655,-8.918303133132927,South Asian
HG03908,-7.392408233211792,-1.7318590695209237,-8.293811024784207,South Asian
HG03910,-7.235573901101945,0.7064168639286892,-8.113750685029935,South Asian
HG03911,-6.3761385615549235,-1.2806692382648184,-8.637969014815207,South Asian
HG03913,-7.184391369277292,-1.0640028250656866,-8.770974841982872,South Asian
HG03914,-7.266991152443964,-0.3504769919340021,-8.827353246131901,South Asian
HG03916,-7.059023626333989,-0.5487953754477036,-9.57045013324815,South Asian
HG03917,-6.030284493347549,0.21771810028864794,-8.735277407881998,South Asian
HG03919,-5.8309822695492,-2.515868525244698,-8.136569148649833,South Asian
HG03920,-6.691241551293861,-1.387083831250276,-9.531755229590486,South Asian
HG03922,-7.9413187955044044,-0.14668104180528124,-8.321681123454189,South Asian
HG03925,-6.320925668249733,0.3418538479952342,-8.052247436188361,South Asian
HG03926,-6.884702834562491,-0.4532875027879598,-8.86996872571915,South Asian
HG03928,-6.818624532670555,1.0530010042494526,-9.009591306824998,South Asian
HG03931,-6.893961295285545,0.5697303725822038,-9.674786548501467,South Asian
HG03934,-6.430932935194599,0.24028639138467334,-8.62930323448985,South Asian
HG03937,-7.130588256852348,0.9458345880827383,-9.389688166808332,South Asian
HG03940,-5.909346484531055,-1.0559598339752487,-11.104666562712483,South Asian
HG03941,-5.105525267816988,-1.2047410626080957,-10.267209295775611,South Asian
HG03943,-5.989918016842241,-1.4839398793028409,-10.13669487177324,South Asian
HG03944,-6.3767211303774145,-1.9064630884128746,-10.081795919631094,South Asian
HG03945,-6.4622522749137,-3.0180780998707983,-9.428417701750432,South Asian
HG03947,-5.675515199631661,-1.368721672309684,-9.875816742273356,South Asian
HG03949,-6.718959358443727,-3.1294296575184046,-10.106983237383272,South Asian
HG03950,-5.998895496732261,-1.1982122429746653,-9.449699735893537,South Asian
HG03951,-6.031703356188975,-1.852596363208347,-9.877401386558963,South Asian
HG03953,-7.3486678315758365,-1.8699427886519635,-10.69570416723018,South Asian
HG03955,-5.675041044519663,-2.218842979857542,-10.609520734839158,South Asian
HG03960,-5.751376074107134,-0.7032781027296456,-9.916322064810162,South Asian
HG03963,-5.994333329899781,-1.3652251110739395,-10.412402955493258,South Asian
HG03965,-5.649281948527234,-1.1486729967961595,-10.171086617639098,South Asian
HG03967,-5.31767174003741,-3.4726829417725065,-9.735627622761001,South Asian
HG03968,-6.091215711219832,-2.4994885258689465,-9.590995427417539,South Asian
HG03969,-7.540541819066419,-3.4247236775768704,-9.782610930367,South Asian
HG03971,-6.251455881272016,-4.2781861019018415,-8.767668853787086,South Asian
HG03973,-6.258168732075605,-2.768723300884882,-10.077979073919813,South Asian
HG03974,-5.782232223322075,-3.022849609735562,-10.032703403030526,South Asian
HG03976,-5.511613536853017,-2.730259490576184,-8.980503135228826,South Asian
HG03977,-6.3009546242618395,-0.43598777543120004,-11.239391658830922,South Asian
HG03978,-6.503401074134984,-1.8356481446425608,-10.652284006310447,South Asian
HG03985,-4.994118501676853,-0.25344449216416487,-11.432422734277559,South Asian
HG03986,-5.852279923232067,-1.9010451528610879,-10.448864657475946,South Asian
HG03989,-6.9646835137770955,-1.0658201809179177,-10.825947267617996,South Asian
HG03990,-5.985360711913944,-1.6115687459567993,-10.541834279905258,South Asian
HG03991,-7.922626958920755,-2.702517059903619,-10.661993192198977,South Asian
HG03995,-6.592896054409798,-0.6562897855381042,-10.1294546505182,South Asian
HG03998,-7.253420953652832,-2.183170331435342,-9.555882641627,South Asian
HG03999,-6.7589712846357335,-1.381770972805062,-10.633803334189516,South Asian
HG04001,-5.706720873312596,-2.0751487920111407,-9.714822871080997,South Asian
HG04002,-6.833177484690458,-1.7836776724548402,-10.919570244785836,South Asian
HG04003,-6.756526040244534,-3.4912803935807246,-9.001944462343273,South Asian
HG04006,-5.727299919539148,-0.6426878589242523,-10.45379368901833,South Asian
HG04014,-7.12588722233655,-1.421339328648683,-10.09695159651943,South Asian
HG04015,-6.245076346725676,-0.4822224078928915,-9.529869248305683,South Asian
HG04017,-6.448973395057073,-2.2884896873935388,-10.359206535836222,South Asian
HG04018,-6.395909169927974,-2.0187654633973575,-10.190151098549324,South Asian
HG04019,-5.4265242499948405,-2.9913748801735474,-9.685207311747334,South Asian
HG04020,-6.669879540018926,-2.402464487981897,-9.607069463750996,South Asian
HG04022,-5.9081826914748605,-2.5265727246684575,-10.77257539155206,South Asian
HG04023,-6.706477473071232,0.051904400423811725,-10.135084609132488,South Asian
HG04025,-6.324336720815656,-0.8850135549080024,-11.188812924607628,South Asian
HG04026,-5.727780664019616,-1.9199566241866761,-12.39711415472994,South Asian
HG04029,-6.125133843987749,-2.547615778312368,-9.512067858107931,South Asian
HG04033,-6.481094277834269,-2.7705672098155603,-11.063145088379738,South Asian
HG04035,-5.606252329141249,-1.7511838133511555,-9.672487913939284,South Asian
HG04038,-6.192638319709392,-1.5908064365357257,-10.36577358812716,South Asian
HG04039,-6.6965156926122615,-1.9517765760406462,-10.909787876064197,South Asian
HG04042,-6.701438319305171,-2.425547705583273,-9.916277218577449,South Asian
HG04047,-6.038031526625545,-1.951768724737974,-9.903731041899126,South Asian
HG04054,-6.685967763761472,-0.9065959288540141,-11.417850968646826,South Asian
HG04056,-6.458357569037713,-2.041008380900072,-11.883808180618871,South Asian
HG04059,-5.858022242323842,-2.8159371101735355,-9.945972499451383,South Asian
HG04060,-6.440435072232849,-3.3723229921965583,-8.822826355349399,South Asian
HG04061,-6.05891193864642,-0.08706727502732059,-10.90309203736588,South Asian
HG04062,-5.543481235838076,-0.38969190893043026,-11.491698809507907,South Asian
HG04063,-6.935188438876101,-1.456712161141755,-12.468880610140635,South Asian
HG04070,-6.615319617621108,-2.654175960724079,-9.797297449390571,South Asian
HG04075,-5.424231499975463,-1.8762730220088808,-9.648189634931791,South Asian
HG04076,-6.331347746274384,-1.7291758479013946,-9.507414030973704,South Asian
HG04080,-7.063373897479348,-2.985932883249676,-8.051887255570696,South Asian
HG04090,-6.208051498977737,-2.541875186618606,-10.71031670410955,South Asian
HG04093,-6.059667979875134,-1.1936099344934483,-10.34963287281149,South Asian
HG04094,-6.25465635041675,-1.453587196680886,-10.042143635744573,South Asian
HG04096,-6.094085409176751,-2.285855212506163,-11.545812594549542,South Asian
HG04098,-6.331956480687183,-2.9598204367287386,-10.150978615570416,South Asian
HG04099,-5.806180563996671,-2.8553197438255133,-10.374468412360185,South Asian
HG04100,-6.710349934444496,-1.8879320525616794,-9.381282833616954,South Asian
HG04106,-7.549140047409404,-2.4595181808904654,-11.339322200222362,South Asian
HG04107,-5.532269292462847,-1.4345831048346793,-11.088110912316836,South Asian
HG04118,-5.939150009430947,-2.1006630107629762,-9.74574232531927,South Asian
HG04131,-6.953441870179752,-1.2318687326163478,-8.635665914313613,South Asian
HG04134,-6.95093949297603,-1.0102758635821265,-9.170837286755543,South Asian
HG04140,-7.023811500591242,0.8969402215132172,-7.760521195365094,South Asian
HG04141,-7.1869993787365365,-0.946121370659894,-8.668674920164158,South Asian
HG04144,-7.11747967330031,-2.0118125778136298,-9.672200763021484,South Asian
HG04146,-6.952557754362423,-0.8646499066987248,-7.914631164380741,South Asian
HG04152,-7.72321717289112,-0.48421287340567754,-8.932776020264194,South Asian
HG04153,-6.441917564167909,-0.39291393363726085,-8.21780021890209,South Asian
HG04155,-6.705081994186248,0.22528053216349572,-8.825107329096424,South Asian
HG04156,-6.72607060480303,0.09668464300729655,-7.251730174768628,South Asian
